yyyy.mm,Index,dividend,Rfree
2000-08,1485.46,16.46666667,0.005073679
2000-09,1468.05,16.35,0.004996129
2000-10,1390.14,16.32333333,0.005099936
2000-11,1378.04,16.29666667,0.004996542
2000-12,1330.93,16.27,0.004748204
2001-01,1335.63,16.17,0.004045024
2001-02,1305.75,16.07,0.003942685
2001-03,1185.85,15.97,0.003495045
2001-04,1189.84,15.87666667,0.003167578
2001-05,1270.37,15.78333333,0.002957966
2001-06,1238.71,15.69,0.00297845
2001-07,1204.45,15.70666667,0.002890137
2001-08,1178.5,15.72333333,0.002747218
2001-09,1044.64,15.74,0.001934552
2001-10,1076.59,15.74,0.00167648
2001-11,1129.68,15.74,0.00147824
2001-12,1144.93,15.74,0.00141968
2002-01,1140.21,15.73666667,0.001457399
2002-02,1100.67,15.73333333,0.001455311
2002-03,1153.79,15.73,0.001478276
2002-04,1111.93,15.83333333,0.001451205
2002-05,1079.25,15.93666667,0.001428132
2002-06,1014.02,16.04,0.001398894
2002-07,903.59,15.96,0.001403136
2002-08,912.55,15.88,0.001382214
2002-09,867.81,15.8,0.001279698
2002-10,854.63,15.89,0.001191962
2002-11,909.93,15.98,0.001013976
2002-12,899.18,16.07,0.000993071
2003-01,895.84,16.12,0.000972066
2003-02,837.03,16.17,0.0010035
2003-03,846.63,16.22,0.00091752
2003-04,890.03,16.20333333,0.000925976
2003-05,935.96,16.18666667,0.000925948
2003-06,988,16.17,0.000749743
2003-07,992.54,16.31,0.000783305
2003-08,989.53,16.45,0.000823182
2003-09,1019.44,16.59,0.000781237
2003-10,1038.73,16.85666667,0.000779097
2003-11,1049.9,17.12333333,0.000770701
2003-12,1080.64,17.39,0.000779117
2004-01,1132.52,17.6,0.000758104
2004-02,1143.36,17.81,0.000787493
2004-03,1123.98,18.02,0.000779117
2004-04,1133.36,18.21333333,0.000804284
2004-05,1102.78,18.40666667,0.000892398
2004-06,1132.76,18.6,0.001049625
2004-07,1105.85,18.78666667,0.001189846
2004-08,1088.94,18.97333333,0.001323763
2004-09,1117.66,19.16,0.001409369
2004-10,1117.21,19.25333333,0.001572138
2004-11,1168.94,19.34666667,0.001836928
2004-12,1199.21,19.44,0.001836762
2005-01,1181.41,19.70333333,0.002032062
2005-02,1199.63,19.96666667,0.002258336
2005-03,1194.9,20.23,0.002281491
2005-04,1164.43,20.46333333,0.002380924
2005-05,1178.28,20.69666667,0.002441305
2005-06,1202.25,20.93,0.002544649
2005-07,1222.24,21.11,0.002782343
2005-08,1224.27,21.29,0.002869352
2005-09,1225.92,21.47,0.002902108
2005-10,1191.96,21.72,0.003224357
2005-11,1237.37,21.97,0.003224014
2005-12,1262.07,22.22,0.003326564
2006-01,1278.73,22.40666667,0.003635395
2006-02,1276.65,22.59333333,0.003756451
2006-03,1293.74,22.78,0.003741401
2006-04,1302.17,23,0.003866408
2006-05,1290.01,23.22,0.003930399
2006-06,1253.17,23.44,0.004040393
2006-07,1260.24,23.66,0.004133604
2006-08,1287.15,23.88,0.004079526
2006-09,1317.74,24.1,0.003962641
2006-10,1363.38,24.36,0.004110757
2006-11,1388.64,24.62,0.004077481
2006-12,1416.42,24.88,0.004069026
2007-01,1424.16,25.08333333,0.004135015
2007-02,1444.8,25.28666667,0.004155458
2007-03,1406.95,25.49,0.004077206
2007-04,1463.64,25.71666667,0.003980059
2007-05,1511.14,25.94333333,0.003831825
2007-06,1514.19,26.17,0.003888937
2007-07,1520.71,26.44,0.004000269
2007-08,1454.62,26.71,0.00337181
2007-09,1497.12,26.98,0.00310009
2007-10,1539.66,27.23,0.003191064
2007-11,1463.39,27.48,0.002579724
2007-12,1479.22,27.73,0.002653845
2008-01,1378.76,27.92,0.001599294
2008-02,1354.87,28.11,0.001515808
2008-03,1316.94,28.3,0.001089321
2008-04,1370.47,28.43666667,0.001148038
2008-05,1403.22,28.57333333,0.001557537
2008-06,1341.25,28.71,0.001432207
2008-07,1257.33,28.75666667,0.001382214
2008-08,1281.47,28.80333333,0.001423989
2008-09,1216.95,28.85,0.000560584
2008-10,968.8,28.69666667,0.000366993
2008-11,883.04,28.54333333,2.95682E-05
2008-12,877.56,28.39,9.71267E-05
2009-01,865.58,28.01333333,0.000204722
2009-02,805.23,27.63666667,0.000215265
2009-03,757.13,27.26,0.000173087
2009-04,848.15,26.70333333,0.00010979
2009-05,902.41,26.14666667,0.00011401
2009-06,926.12,25.59,0.00016043
2009-07,935.82,25.02666667,0.00015199
2009-08,1009.73,24.46333333,0.00011823
2009-09,1044.55,23.9,9.71267E-05
2009-10,1067.66,23.40333333,4.22382E-05
2009-11,1088.07,22.90666667,4.64611E-05
2009-12,1110.38,22.41,5.06842E-05
2010-01,1123.58,22.24,6.75742E-05
2010-02,1089.16,22.07,0.000101348
2010-03,1152.05,21.9,0.000130892
2010-04,1197.32,21.94666667,0.000135112
2010-05,1125.06,21.99333333,0.000135112
2010-06,1083.36,22.04,0.000147772
2010-07,1079.8,22.14333333,0.000122451
2010-08,1087.28,22.24666667,0.000101347
2010-09,1122.08,22.35,0.000135112
2010-10,1171.58,22.47666667,0.000101348
2010-11,1198.89,22.60333333,0.000143552
2010-12,1241.53,22.73,0.000105569
2011-01,1282.62,22.96333333,0.000122451
2011-02,1321.12,23.19666667,0.00011823
2011-03,1304.49,23.43,8.44622E-05
2011-04,1331.51,23.73333333,3.8015E-05
2011-05,1338.31,24.03666667,5.06842E-05
2011-06,1287.29,24.34,1.6897E-05
2011-07,1325.19,24.62,8.44621E-05
2011-08,1185.31,24.9,1.2673E-05
2011-09,1173.88,25.18,2.11209E-05
2011-10,1207.22,25.59666667,6.33664E-06
2011-11,1226.42,26.01333333,4.22447E-06
2011-12,1243.32,26.43,1.2673E-05
2012-01,1300.58,26.73666667,5.06842E-05
2012-02,1352.49,27.04333333,6.75744E-05
2012-03,1389.24,27.35,6.33519E-05
2012-04,1386.43,27.67333333,8.024E-05
2012-05,1341.27,27.99666667,5.91295E-05
2012-06,1323.48,28.32,7.17964E-05
2012-07,1359.78,28.74333333,8.44624E-05
2012-08,1403.45,29.16666667,7.60184E-05
2012-09,1443.42,29.59,8.02403E-05
2012-10,1437.82,30.14333333,9.71267E-05
2012-11,1394.51,30.69666667,6.75742E-05
2012-12,1422.29,31.25,4.22381E-05
2013-01,1480.4,31.53666667,6.75743E-05
2013-02,1512.31,31.82333333,9.29053E-05
2013-03,1550.83,32.11,6.75743E-05
2013-04,1570.7,32.49666667,4.64613E-05
2013-05,1639.84,32.88333333,3.37917E-05
2013-06,1618.77,33.27,3.37917E-05
2013-07,1668.68,33.64666667,3.37917E-05
2013-08,1670.09,34.02333333,2.11209E-05
2013-09,1687.17,34.4,1.6897E-05
2013-10,1720.03,34.59666667,3.37917E-05
2013-11,1783.54,34.79333333,5.49069E-05
2013-12,1807.78,34.99,5.91296E-05
2014-01,1822.36,35.40333333,1.6897E-05
2014-02,1817.04,35.81666667,4.64612E-05
2014-03,1863.52,36.23,2.95682E-05
2014-04,1864.26,36.61333333,3.37917E-05
2014-05,1889.77,36.99666667,2.95682E-05
2014-06,1947.09,37.38,2.11209E-05
2014-07,1973.1,37.75,2.11209E-05
2014-08,1961.53,38.12,2.53447E-05
2014-09,1993.23,38.49,1.2673E-05
2014-10,1937.27,38.80666667,1.2673E-05
2014-11,2044.57,39.12333333,1.2673E-05
2014-12,2054.27,39.44,3.80151E-05
2015-01,2028.18,39.89666667,8.44879E-06
2015-02,2082.2,40.35333333,1.2673E-05
2015-03,2079.99,40.81,2.53447E-05
2015-04,2094.86,41.12,8.44879E-06
2015-05,2111.94,41.43,8.44879E-06
2015-06,2099.29,41.74,2.11209E-05
2015-07,2094.14,41.99666667,5.49069E-05
2015-08,2039.87,42.25333333,6.33664E-06
2015-09,1944.41,42.51,8.44879E-06
2015-10,2024.81,42.80333333,6.75742E-05
2015-11,2080.62,43.09666667,0.00014355
2015-12,2054.08,43.39,0.000168867
2016-01,1918.6,43.55333333,0.000265862
2016-02,1904.42,43.71666667,0.000270073
2016-03,2021.95,43.88,0.000168867
2016-04,2075.54,44.07333333,0.000185741
2016-05,2065.55,44.26666667,0.000282726
2016-06,2083.89,44.46,0.0002237
2016-07,2148.9,44.65,0.000219482
2016-08,2170.95,44.84,0.00027851
2016-09,2157.69,45.03,0.000236349
2016-10,2143.02,45.25333333,0.000257427
2016-11,2164.99,45.47666667,0.000404902
2016-12,2246.63,45.7,0.000417528
2017-01,2275.12,45.92666667,0.000434378
2017-02,2329.91,46.15333333,0.000514343
2017-03,2366.82,46.38,0.00062787
2017-04,2359.31,46.66,0.000665694
2017-05,2395.35,46.94,0.000808503
2017-06,2433.99,47.22,0.000846251
2017-07,2454.1,47.53666667,0.000896552
2017-08,2456.22,47.85333333,0.00082528
2017-09,2492.84,48.17,0.000875619
2017-10,2557,48.42333333,0.00095115
2017-11,2593.61,48.67666667,0.001047512
2017-12,2664.34,48.93,0.001147995
2018-01,2789.8,49.28666667,0.001210815
2018-02,2705.16,49.64333333,0.001281167
2018-03,2702.77,50,0.001411458
2018-04,2653.63,50.33,0.00150761
2018-05,2701.49,50.66,0.001570093
2018-06,2754.35,50.99,0.001582567
2018-07,2793.64,51.44,0.001674442
2018-08,2857.82,51.89,0.001732646
2018-09,2901.5,52.34,0.001815945
2018-10,2785.46,52.81,0.001915953
2018-11,2723.23,53.28,0.001940791
2018-12,2567.31,53.75,0.001944764
2019-01,2607.39,54.14666667,0.001951674
2019-02,2754.86,54.54333333,0.001963169
2019-03,2803.98,54.94,0.001974519
2019-04,2903.8,55.31909158,0.001958644
2019-05,2854.71,55.69818316,0.00193414
2019-06,2890.17,56.07727474,0.001785793
2019-07,2996.113636,56.45818316,0.001727224
2019-08,2897.498182,56.83909158,0.001605595
2019-09,2982.156,57.22,0.001560647
2019-10,2977.68,57.56,0.001358127
2019-11,3104.9045,57.9,0.001272371
2019-12,3176.749524,58.24,0.001266745
